class_id,representative,class_size,elements,units_used,theoretical_case,notes
1959,66766/19683,1,66766/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1960,66793/19683,1,66793/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1961,66868/59049,1,66868/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1962,66958/19683,1,66958/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1963,66985/59049,1,66985/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1964,67172/59049,1,67172/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1965,67198/19683,1,67198/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1966,67208/59049,1,67208/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1967,67225/19683,1,67225/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1968,67390/19683,1,67390/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1969,67402/19683,1,67402/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1970,67417/19683,1,67417/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1971,67444/59049,1,67444/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1972,67480/59049,1,67480/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1973,67522/19683,1,67522/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1974,67534/19683,1,67534/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1975,67561/19683,1,67561/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1976,67561/59049,1,67561/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1977,67726/19683,1,67726/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1978,67849/19683,1,67849/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1979,67876/59049,1,67876/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1980,67892/59049,1,67892/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1981,67966/19683,1,67966/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1982,67993/19683,1,67993/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1983,68009/59049,1,68009/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1984,68158/19683,1,68158/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1985,68170/19683,1,68170/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1986,68185/19683,1,68185/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1987,68290/19683,1,68290/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1988,68362/19683,1,68362/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1989,68452/59049,1,68452/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1990,68468/59049,1,68468/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1991,68488/59049,1,68488/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1992,68494/19683,1,68494/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1993,68504/59049,1,68504/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1994,68585/59049,1,68585/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1995,68617/19683,1,68617/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1996,68821/19683,1,68821/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1997,68900/59049,1,68900/59049,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1998,68926/19683,1,68926/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
1999,68938/19683,1,68938/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
2000,68953/19683,1,68953/19683,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
